Auftragskonto;Buchungstag;Valutadatum;Buchungstext;Verwendungszweck;Glaeubiger-ID;Mandatsreferenz;Kundenreferenz (End-to-End);Sammlerreferenz;Lastschrift Ursprungsbetrag;Auslagenersatz Ruecklastschrift;Beguenstigter/Zahlungspflichtiger;Kontonummer/IBAN;BIC (SWIFT-Code);Betrag;Waehrung;Info
DE02 1001 0010 0123 4567 89;01.12.2024;01.12.2024;Gutschrift;Hausgeld 12/2024 EH-023,EH-016;;;TX-00750;;;;Dominic Jacobs;DE97100700008262045053;PBNKDEFFXXX;33,57;EUR;Saldo: 468396,86
DE02 1001 0010 0123 4567 89;01.12.2024;01.12.2024;Gutschrift;Hausgeld 12/2024 EH-046;;;TX-00751;;;;Dorothe Wulf;DE95100700004531473799;DEUTDEBB101;13,95;EUR;Saldo: 468410,81
DE02 1001 0010 0123 4567 89;01.12.2024;01.12.2024;Gutschrift;Hausgeld 12/2024 EH-021;;;TX-00752;;;;Dörthe Hövel;DE62370400445494808313;DEUTDEBB101;13,46;EUR;Saldo: 468424,27
DE02 1001 0010 0123 4567 89;01.12.2024;01.12.2024;Gutschrift;Hausgeld 12/2024 EH-008;;;TX-00753;;;;Xenia Conradi;DE85100500001351823374;HYVEDEMMXXX;7,86;EUR;Saldo: 468432,13
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Gutschrift;Miete 12/2024 EH-016;;;TX-00754;;;;Peggy Hein;DE91120300008091343161;BELADEBEXXX;1863,00;EUR;Saldo: 470295,13
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Gutschrift;Miete 12/2024 EH-034;;;TX-00755;;;;Hanna Schweitzer;DE49370400443953394210;HYVEDEMMXXX;2404,00;EUR;Saldo: 472699,13
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Gutschrift;Miete 12/2024 EH-029;;;TX-00756;;;;Edeltraud Renner;DE57100701246851604817;BELADEBEXXX;2091,00;EUR;Saldo: 474790,13
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Gutschrift;Hausgeld 12/2024 EH-027,EH-026;;;TX-00757;;;;Winfried Ullmann;DE31120300003178108013;DEUTDEBB101;28,76;EUR;Saldo: 474818,89
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Gutschrift;Hausgeld 12/2024 EH-034,EH-010;;;TX-00758;;;;Wolfgang Hettner;DE24100700004019655698;DEUTDEBB101;34,57;EUR;Saldo: 474853,46
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Gutschrift;Hausgeld 12/2024 EH-001,EH-030;;;TX-00759;;;;Osman Jacob;DE49100700003561595148;BELADEBEXXX;32,73;EUR;Saldo: 474886,19
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Gutschrift;Hausgeld 12/2024 EH-013;;;TX-00760;;;;Willfried Harloff;DE72370400446688937346;COBADEFFXXX;13,81;EUR;Saldo: 474900,00
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Gutschrift;Hausgeld 12/2024 EH-006;;;TX-00761;;;;Markus Fliegner;DE83120300005204711671;BELADEBEXXX;8,36;EUR;Saldo: 474908,36
DE02 1001 0010 0123 4567 89;02.12.2024;02.12.2024;Ueberweisung;Rechnung R20240103 Elektro Schmidt e.K.;;;TX-00762;;;;Elektro Schmidt e.K.;DE83100100101998679807;BELADEBEXXX;-619,99;EUR;Saldo: 474288,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-021;;;TX-00763;;;;Edelgard Wulf;DE99100100100249947174;DEUTDEBB101;1511,00;EUR;Saldo: 475799,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-051;;;TX-00764;;;;Horst-Günter Zänker;DE52100700006717565512;DEUTDEBB101;1537,00;EUR;Saldo: 477336,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-045;;;TX-00765;;;;Chantal Täsche;DE80370400447710932480;DEUTDEBB101;1256,00;EUR;Saldo: 478592,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-023;;;TX-00766;;;;David Jenkins;DE86100701244677378263;GENODEF1P01;1767,00;EUR;Saldo: 480359,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-003;;;TX-00767;;;;Ferenc Stahr;DE71100700004044997278;BYLADEM1001;1070,00;EUR;Saldo: 481429,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-046;;;TX-00768;;;;Ewa Thies;DE93120300000262174596;COBADEFFXXX;1726,00;EUR;Saldo: 483155,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-022;;;TX-00769;;;;Alwine Sager;DE31100100104556238692;PBNKDEFFXXX;1460,00;EUR;Saldo: 484615,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-010;;;TX-00770;;;;Kiara Mcintyre;DE54100701244740748217;GENODEF1P01;1583,00;EUR;Saldo: 486198,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-035;;;TX-00771;;;;Louise Ladeck;DE93100500007098593174;DEUTDEBB101;1496,00;EUR;Saldo: 487694,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-031;;;TX-00772;;;;Carsten Austermühle;DE26100100102053950240;BELADEBEXXX;1914,00;EUR;Saldo: 489608,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-019;;;TX-00773;;;;Jasmin Trub;DE29120300005766156545;BELADEBEXXX;1206,00;EUR;Saldo: 490814,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Miete 12/2024 EH-006;;;TX-00774;;;;Kamil Trub;DE95370400442809885165;HYVEDEMMXXX;983,00;EUR;Saldo: 491797,37
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Hausgeld 12/2024 EH-037,EH-032;;;TX-00775;;;;Marcus Dowerg;DE24100500002528809570;BYLADEM1001;32,51;EUR;Saldo: 491829,88
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Hausgeld 12/2024 EH-043,EH-015;;;TX-00776;;;;Erdal Beckmann;DE83100100105183473829;DEUTDEBB101;34,35;EUR;Saldo: 491864,23
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Hausgeld 12/2024 EH-048,EH-044;;;TX-00777;;;;Anni Wagenknecht;DE37100100106474687234;COBADEFFXXX;26,21;EUR;Saldo: 491890,44
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Hausgeld 12/2024 EH-052,EH-050;;;TX-00778;;;;Ingbert Nerger;DE46100100101838425135;PBNKDEFFXXX;11,33;EUR;Saldo: 491901,77
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Hausgeld 12/2024 EH-039;;;TX-00779;;;;Dörte Kraus;DE64100100107278895798;HYVEDEMMXXX;10,55;EUR;Saldo: 491912,32
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Hausgeld 12/2024 EH-029;;;TX-00780;;;;Tom Hartmann;DE52100701244873471434;BYLADEM1001;19,76;EUR;Saldo: 491932,08
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Hausgeld 12/2024 EH-040;;;TX-00781;;;;Gottlob Hahn;DE63100500003166587603;DEUTDEBB101;11,97;EUR;Saldo: 491944,05
DE02 1001 0010 0123 4567 89;03.12.2024;03.12.2024;Gutschrift;Hausgeld 12/2024 EH-020;;;TX-00782;;;;Silja Henschel;DE93120300004641708053;COBADEFFXXX;7,58;EUR;Saldo: 491951,63
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-047,EH-033;;;TX-00783;;;;Gertraud Holsten;DE43100700001171822782;GENODEF1P01;37,61;EUR;Saldo: 491989,24
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-012,EH-028;;;TX-00784;;;;Dunja Schacht;DE96120300008820812191;HYVEDEMMXXX;33,86;EUR;Saldo: 492023,10
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-002,EH-038;;;TX-00785;;;;Horst Vollbrecht;DE95100700009854353462;BELADEBEXXX;9,70;EUR;Saldo: 492032,80
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-019,EH-009;;;TX-00786;;;;Hulda Eckbauer;DE58100500002602563421;HYVEDEMMXXX;21,60;EUR;Saldo: 492054,40
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-018;;;TX-00787;;;;Irmingard Margraf;DE36100701246299468044;DEUTDEBB101;1,63;EUR;Saldo: 492056,03
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-042;;;TX-00788;;;;Mina Textor;DE38100700007214895134;HYVEDEMMXXX;16,93;EUR;Saldo: 492072,96
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-003;;;TX-00789;;;;Hiltrud Speer;DE33100700008069901627;COBADEFFXXX;10,20;EUR;Saldo: 492083,16
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-014;;;TX-00790;;;;Ingolf Röhricht;DE57100100109232719374;PBNKDEFFXXX;13,95;EUR;Saldo: 492097,11
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-022;;;TX-00791;;;;Oswald Gröttner;DE97100100104966319314;GENODEF1P01;12,32;EUR;Saldo: 492109,43
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-041;;;TX-00792;;;;Sükrü Aumann;DE65100100108506716572;PBNKDEFFXXX;17,43;EUR;Saldo: 492126,86
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Gutschrift;Hausgeld 12/2024 EH-004;;;TX-00793;;;;Harro Bloch;DE99370400442408240084;PBNKDEFFXXX;9,85;EUR;Saldo: 492136,71
DE02 1001 0010 0123 4567 89;04.12.2024;04.12.2024;Ueberweisung;Rechnung R20240059 Gaertnerei Gruener Daumen;;;TX-00794;;;;Gaertnerei Gruener Daumen;DE95370400443815614978;BYLADEM1001;-816,82;EUR;Saldo: 491319,89
DE02 1001 0010 0123 4567 89;05.12.2024;05.12.2024;Gutschrift;Hausgeld 12/2024 EH-025,EH-049;;;TX-00795;;;;Arnulf Heintze;DE85100701245787133150;GENODEF1P01;36,83;EUR;Saldo: 491356,72
DE02 1001 0010 0123 4567 89;05.12.2024;05.12.2024;Gutschrift;Hausgeld 12/2024 EH-031,EH-035;;;TX-00796;;;;Caroline Bohlander;DE36100701241241182449;BELADEBEXXX;30,88;EUR;Saldo: 491387,60
DE02 1001 0010 0123 4567 89;05.12.2024;05.12.2024;Gutschrift;Hausgeld 12/2024 EH-005,EH-036;;;TX-00797;;;;Kunigunda Ditschlerin;DE80100100101640052427;BELADEBEXXX;35,63;EUR;Saldo: 491423,23
DE02 1001 0010 0123 4567 89;05.12.2024;05.12.2024;Gutschrift;Hausgeld 12/2024 EH-011,EH-017;;;TX-00798;;;;Kranz Vermoegensverwaltung;DE61100500003036541458;BELADEBEXXX;27,48;EUR;Saldo: 491450,71
DE02 1001 0010 0123 4567 89;05.12.2024;05.12.2024;Gutschrift;Hausgeld 12/2024 EH-045;;;TX-00799;;;;Ronald Kelley;DE64120300006936763201;PBNKDEFFXXX;10,84;EUR;Saldo: 491461,55
DE02 1001 0010 0123 4567 89;05.12.2024;05.12.2024;Gutschrift;Hausgeld 12/2024 EH-051;;;TX-00800;;;;Jo Reuter;DE64370400443634957885;BELADEBEXXX;13,95;EUR;Saldo: 491475,50
DE02 1001 0010 0123 4567 89;06.12.2024;06.12.2024;Ueberweisung;Rechnung R20240011 Hausmeister Mueller GmbH;;;TX-00801;;;;Hausmeister Mueller GmbH;DE94100701240494519832;DEUTDEBB101;-1088,85;EUR;Saldo: 490386,65
DE02 1001 0010 0123 4567 89;12.12.2024;12.12.2024;Ueberweisung;Rechnung R20240105 Elektro Schmidt e.K.;;;TX-00802;;;;Elektro Schmidt e.K.;DE83100100101998679807;BELADEBEXXX;-612,25;EUR;Saldo: 489774,40
DE02 1001 0010 0123 4567 89;16.12.2024;16.12.2024;Ueberweisung;Rechnung RE-2024-0127 Sanitaer Schulze GmbH;;;TX-00803;;;;Sanitaer Schulze GmbH;DE77100100107151820377;GENODEF1P01;-65,45;EUR;Saldo: 489708,95
DE02 1001 0010 0123 4567 89;18.12.2024;18.12.2024;Ueberweisung;Rechnung R20240035 Reinigungsservice Kowalski;;;TX-00804;;;;Reinigungsservice Kowalski;DE44100701245991022901;DEUTDEBB101;-497,18;EUR;Saldo: 489211,77
DE02 1001 0010 0123 4567 89;20.12.2024;20.12.2024;Ueberweisung;Rechnung R20240178 Hausmeister Mueller GmbH;;;TX-00805;;;;Hausmeister Mueller GmbH;DE94100701240494519832;DEUTDEBB101;-315,35;EUR;Saldo: 488896,42
DE02 1001 0010 0123 4567 89;20.12.2024;20.12.2024;Ueberweisung;Rechnung R20240180 Hausmeister Mueller GmbH;;;TX-00806;;;;Hausmeister Mueller GmbH;DE94100701240494519832;DEUTDEBB101;-369,14;EUR;Saldo: 488527,28
DE02 1001 0010 0123 4567 89;23.12.2024;23.12.2024;Ueberweisung;Rechnung R20240087 Heiztechnik Berlin GmbH;;;TX-00807;;;;Heiztechnik Berlin GmbH;DE37370400440229612018;DEUTDEBB101;-618,80;EUR;Saldo: 487908,48
DE02 1001 0010 0123 4567 89;24.12.2024;24.12.2024;Ueberweisung;Rechnung RE-2024-0124 Sanitaer Schulze GmbH;;;TX-00808;;;;Sanitaer Schulze GmbH;DE77100100107151820377;GENODEF1P01;-171,36;EUR;Saldo: 487737,12
DE02 1001 0010 0123 4567 89;28.12.2024;28.12.2024;Ueberweisung;Kontofuehrungsgebuehr 12/2024;;;TX-00809;;;;Postbank Berlin;DE02 1001 0010 0123 4567 89;PBNKDEFFXXX;-12,50;EUR;Saldo: 487724,62
DE02 1001 0010 0123 4567 89;31.12.2024;31.12.2024;Gutschrift;Zinsgutschrift 2024;;;TX-00810;;;;Postbank Berlin;DE02 1001 0010 0123 4567 89;PBNKDEFFXXX;497,34;EUR;Saldo: 488221,96
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Miete Joanna Schäfer;;;TX-00811;;;;Joanna Schäfer;DE83100701245940139904;COBADEFFXXX;2019,00;EUR;Saldo: 490240,96
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Miete 01/2025 EH-051;;;TX-00812;;;;Horst-Günter Zänker;DE52100700006717565512;DEUTDEBB101;1537,00;EUR;Saldo: 491777,96
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Miete 01/2025 EH-013;;;TX-00813;;;;Steffi Riehl;DE76370400445168087603;BYLADEM1001;1653,00;EUR;Saldo: 493430,96
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Miete 01/2025 EH-045;;;TX-00814;;;;Chantal Täsche;DE80370400447710932480;DEUTDEBB101;1256,00;EUR;Saldo: 494686,96
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Miete 01/2025 EH-010;;;TX-00815;;;;Kiara Mcintyre;DE54100701244740748217;GENODEF1P01;1583,00;EUR;Saldo: 496269,96
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Miete 01/2025 EH-009;;;TX-00816;;;;Anette Vogt;DE22100700008569847896;HYVEDEMMXXX;1330,00;EUR;Saldo: 497599,96
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Hausgeld 01/2025 EH-043,EH-015;;;TX-00817;;;;Erdal Beckmann;DE83100100105183473829;DEUTDEBB101;34,35;EUR;Saldo: 497634,31
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Hausgeld 01/2025 EH-007,EH-024;;;TX-00818;;;;Josefine Nohlmans;DE23100701246566701065;PBNKDEFFXXX;26,28;EUR;Saldo: 497660,59
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Hausgeld 01/2025 EH-005,EH-036;;;TX-00819;;;;Kunigunda Ditschlerin;DE80100100101640052427;BELADEBEXXX;35,63;EUR;Saldo: 497696,22
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Hausgeld 01/2025 EH-019,EH-009;;;TX-00820;;;;Hulda Eckbauer;DE58100500002602563421;HYVEDEMMXXX;21,60;EUR;Saldo: 497717,82
DE02 1001 0010 0123 4567 89;01.01.2025;01.01.2025;Gutschrift;Hausgeld 01/2025 EH-006;;;TX-00821;;;;Markus Fliegner;DE83120300005204711671;BELADEBEXXX;8,36;EUR;Saldo: 497726,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-025;;;TX-00822;;;;Julius Nette;DE94120300004034471349;HYVEDEMMXXX;1676,00;EUR;Saldo: 499402,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-023;;;TX-00823;;;;David Jenkins;DE86100701244677378263;GENODEF1P01;1767,00;EUR;Saldo: 501169,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-016;;;TX-00824;;;;Peggy Hein;DE91120300008091343161;BELADEBEXXX;1863,00;EUR;Saldo: 503032,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-034;;;TX-00825;;;;Hanna Schweitzer;DE49370400443953394210;HYVEDEMMXXX;2404,00;EUR;Saldo: 505436,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-032;;;TX-00826;;;;Magrit Mitschke;DE71120300002328588424;HYVEDEMMXXX;901,00;EUR;Saldo: 506337,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-029;;;TX-00827;;;;Edeltraud Renner;DE57100701246851604817;BELADEBEXXX;2091,00;EUR;Saldo: 508428,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-035;;;TX-00828;;;;Louise Ladeck;DE93100500007098593174;DEUTDEBB101;1496,00;EUR;Saldo: 509924,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-050;;;TX-00829;;;;Jörgen Seidel;DE72100700002675869261;GENODEF1P01;1006,00;EUR;Saldo: 510930,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Miete 01/2025 EH-006;;;TX-00830;;;;Kamil Trub;DE95370400442809885165;HYVEDEMMXXX;983,00;EUR;Saldo: 511913,18
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-037,EH-032;;;TX-00831;;;;Marcus Dowerg;DE24100500002528809570;BYLADEM1001;32,51;EUR;Saldo: 511945,69
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-025,EH-049;;;TX-00832;;;;Arnulf Heintze;DE85100701245787133150;GENODEF1P01;36,83;EUR;Saldo: 511982,52
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-048,EH-044;;;TX-00833;;;;Anni Wagenknecht;DE37100100106474687234;COBADEFFXXX;26,21;EUR;Saldo: 512008,73
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-002,EH-038;;;TX-00834;;;;Horst Vollbrecht;DE95100700009854353462;BELADEBEXXX;9,70;EUR;Saldo: 512018,43
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-011,EH-017;;;TX-00835;;;;Kranz Vermoegensverwaltung;DE61100500003036541458;BELADEBEXXX;27,48;EUR;Saldo: 512045,91
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-039;;;TX-00836;;;;Dörte Kraus;DE64100100107278895798;HYVEDEMMXXX;10,55;EUR;Saldo: 512056,46
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-029;;;TX-00837;;;;Tom Hartmann;DE52100701244873471434;BYLADEM1001;19,76;EUR;Saldo: 512076,22
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-040;;;TX-00838;;;;Gottlob Hahn;DE63100500003166587603;DEUTDEBB101;11,97;EUR;Saldo: 512088,19
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-003;;;TX-00839;;;;Hiltrud Speer;DE33100700008069901627;COBADEFFXXX;10,20;EUR;Saldo: 512098,39
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-020;;;TX-00840;;;;Silja Henschel;DE93120300004641708053;COBADEFFXXX;7,58;EUR;Saldo: 512105,97
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Gutschrift;Hausgeld 01/2025 EH-008;;;TX-00841;;;;Xenia Conradi;DE85100500001351823374;HYVEDEMMXXX;7,86;EUR;Saldo: 512113,83
DE02 1001 0010 0123 4567 89;02.01.2025;02.01.2025;Ueberweisung;Rechnung RE-2024-0114 Sanitaer Schulze GmbH;;;TX-00842;;;;Sanitaer Schulze GmbH;DE77100100107151820377;GENODEF1P01;-53,55;EUR;Saldo: 512060,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-021;;;TX-00843;;;;Edelgard Wulf;DE99100100100249947174;DEUTDEBB101;1511,00;EUR;Saldo: 513571,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-003;;;TX-00844;;;;Ferenc Stahr;DE71100700004044997278;BYLADEM1001;1070,00;EUR;Saldo: 514641,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-002;;;TX-00845;;;;Marliese Hermann;DE73100500009636057662;COBADEFFXXX;864,00;EUR;Saldo: 515505,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-046;;;TX-00846;;;;Ewa Thies;DE93120300000262174596;COBADEFFXXX;1726,00;EUR;Saldo: 517231,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-022;;;TX-00847;;;;Alwine Sager;DE31100100104556238692;PBNKDEFFXXX;1460,00;EUR;Saldo: 518691,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-039;;;TX-00848;;;;Wilma Roht;DE11100100103695944064;GENODEF1P01;1127,00;EUR;Saldo: 519818,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-042;;;TX-00849;;;;Anika Zimmer;DE21370400441585064317;BELADEBEXXX;1925,00;EUR;Saldo: 521743,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-041;;;TX-00850;;;;Galina Wohlgemut;DE86100500009318393352;COBADEFFXXX;2111,00;EUR;Saldo: 523854,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-031;;;TX-00851;;;;Carsten Austermühle;DE26100100102053950240;BELADEBEXXX;1914,00;EUR;Saldo: 525768,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-037;;;TX-00852;;;;Björn Weinhage;DE97100500009084700766;COBADEFFXXX;4096,00;EUR;Saldo: 529864,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Miete 01/2025 EH-019;;;TX-00853;;;;Jasmin Trub;DE29120300005766156545;BELADEBEXXX;1206,00;EUR;Saldo: 531070,28
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Hausgeld 01/2025 EH-027,EH-026;;;TX-00854;;;;Winfried Ullmann;DE31120300003178108013;DEUTDEBB101;28,76;EUR;Saldo: 531099,04
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Hausgeld 01/2025 EH-034,EH-010;;;TX-00855;;;;Wolfgang Hettner;DE24100700004019655698;DEUTDEBB101;34,57;EUR;Saldo: 531133,61
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Hausgeld 01/2025 EH-013;;;TX-00856;;;;Willfried Harloff;DE72370400446688937346;COBADEFFXXX;13,81;EUR;Saldo: 531147,42
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Hausgeld 01/2025 EH-041;;;TX-00857;;;;Sükrü Aumann;DE65100100108506716572;PBNKDEFFXXX;17,43;EUR;Saldo: 531164,85
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Hausgeld 01/2025 EH-046;;;TX-00858;;;;Dorothe Wulf;DE95100700004531473799;DEUTDEBB101;13,95;EUR;Saldo: 531178,80
DE02 1001 0010 0123 4567 89;03.01.2025;03.01.2025;Gutschrift;Hausgeld 01/2025 EH-021;;;TX-00859;;;;Dörthe Hövel;DE62370400445494808313;DEUTDEBB101;13,46;EUR;Saldo: 531192,26
DE02 1001 0010 0123 4567 89;04.01.2025;04.01.2025;Gutschrift;Hausgeld 01/2025 EH-012,EH-028;;;TX-00860;;;;Dunja Schacht;DE96120300008820812191;HYVEDEMMXXX;33,86;EUR;Saldo: 531226,12
DE02 1001 0010 0123 4567 89;04.01.2025;04.01.2025;Gutschrift;Hausgeld 01/2025 EH-052,EH-050;;;TX-00861;;;;Ingbert Nerger;DE46100100101838425135;PBNKDEFFXXX;11,33;EUR;Saldo: 531237,45
DE02 1001 0010 0123 4567 89;04.01.2025;04.01.2025;Gutschrift;Hausgeld 01/2025 EH-001,EH-030;;;TX-00862;;;;Osman Jacob;DE49100700003561595148;BELADEBEXXX;32,73;EUR;Saldo: 531270,18
DE02 1001 0010 0123 4567 89;04.01.2025;04.01.2025;Gutschrift;Hausgeld 01/2025 EH-022;;;TX-00863;;;;Oswald Gröttner;DE97100100104966319314;GENODEF1P01;12,32;EUR;Saldo: 531282,50
DE02 1001 0010 0123 4567 89;05.01.2025;05.01.2025;Gutschrift;Hausgeld 01/2025 EH-047,EH-033;;;TX-00864;;;;Gertraud Holsten;DE43100700001171822782;GENODEF1P01;37,61;EUR;Saldo: 531320,11
DE02 1001 0010 0123 4567 89;05.01.2025;05.01.2025;Gutschrift;Hausgeld 01/2025 EH-031,EH-035;;;TX-00865;;;;Caroline Bohlander;DE36100701241241182449;BELADEBEXXX;30,88;EUR;Saldo: 531350,99
