id,datum,typ,betrag,kategorie,gegen_name,verwendungszweck,referenz_id,error_types
TX-00442,2024-07-03,CREDIT,1925.00,miete,Anika Zimmer,Miete 07/2024 EH-042,MIE-020,
TX-00443,2024-07-03,CREDIT,1206.00,miete,Jasmin Trub,Miete 07/2024 EH-019,MIE-025,
TX-00444,2024-07-03,CREDIT,983.00,miete,Kamil Trub,Miete 07/2024 EH-006,MIE-026,
TX-00445,2024-07-03,CREDIT,36.83,hausgeld,Arnulf Heintze,"Hausgeld 07/2024 EH-025,EH-049",EIG-003,
TX-00446,2024-07-03,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 07/2024 EH-048,EH-044",EIG-007,
TX-00447,2024-07-03,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 07/2024 EH-002,EH-038",EIG-009,
TX-00448,2024-07-03,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 07/2024 EH-005,EH-036",EIG-012,
TX-00449,2024-07-03,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 07/2024 EH-001,EH-030",EIG-017,
TX-00450,2024-07-03,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 07/2024 EH-003,EIG-025,
TX-00451,2024-07-03,CREDIT,8.36,hausgeld,Markus Fliegner,Hausgeld 07/2024 EH-006,EIG-035,
TX-00452,2024-07-04,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 07/2024 EH-042,EIG-019,
TX-00453,2024-07-04,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 07/2024 EH-014,EIG-027,
TX-00454,2024-07-04,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 07/2024 EH-041,EIG-029,
TX-00455,2024-07-04,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 07/2024 EH-051,EIG-032,
TX-00456,2024-07-04,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 07/2024 EH-008,EIG-033,
TX-00457,2024-07-05,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 07/2024 EH-052,EH-050",EIG-010,
TX-00458,2024-07-05,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 07/2024 EH-011,EH-017",EIG-015,
TX-00459,2024-07-05,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 07/2024 EH-018,EIG-018,
TX-00460,2024-07-05,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 07/2024 EH-029,EIG-022,
TX-00461,2024-07-05,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 07/2024 EH-013,EIG-024,
TX-00462,2024-07-05,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 07/2024 EH-021,EIG-031,
TX-00463,2024-07-05,DEBIT,815.15,dienstleister,Heiztechnik Berlin GmbH,Rechnung R20240083 Heiztechnik Berlin GmbH,INV-00043,
TX-00464,2024-07-18,DEBIT,742.32,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240054 Gaertnerei Gruener Daumen,INV-00046,
TX-00465,2024-07-19,DEBIT,214.20,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240006 Hausmeister Mueller GmbH,INV-00044,
TX-00466,2024-07-19,DEBIT,149.94,dienstleister,SecureLock Systems Ltd.,Rechnung RE-2024-0153 SecureLock Systems Ltd.,INV-00047,
TX-00467,2024-07-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 07/2024,,
TX-00468,2024-08-01,CREDIT,1256.00,miete,Chantal Täsche,Miete 08/2024 EH-045,MIE-006,
TX-00469,2024-08-01,CREDIT,864.00,miete,Marliese Hermann,Miete 08/2024 EH-002,MIE-009,
TX-00470,2024-08-01,CREDIT,1863.00,miete,Peggy Hein,Miete 08/2024 EH-016,MIE-011,
TX-00471,2024-08-01,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 08/2024 EH-010,MIE-013,
TX-00472,2024-08-01,CREDIT,1127.00,miete,Wilma Roht,Miete 08/2024 EH-039,MIE-014,
TX-00473,2024-08-01,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 08/2024 EH-034,MIE-015,
TX-00474,2024-08-01,CREDIT,2091.00,miete,Edeltraud Renner,Miete 08/2024 EH-029,MIE-017,
TX-00475,2024-08-01,CREDIT,1914.00,miete,Carsten Austermühle,Miete 08/2024 EH-031,MIE-022,
TX-00476,2024-08-01,CREDIT,1206.00,miete,Jasmin Trub,Miete 08/2024 EH-019,MIE-025,
TX-00477,2024-08-01,CREDIT,983.00,miete,Kamil Trub,Miete 08/2024 EH-006,MIE-026,
TX-00478,2024-08-01,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 08/2024 EH-043,EH-015",EIG-004,
TX-00479,2024-08-01,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 08/2024 EH-048,EH-044",EIG-007,
TX-00480,2024-08-01,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 08/2024 EH-002,EH-038",EIG-009,
TX-00481,2024-08-01,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 08/2024 EH-005,EH-036",EIG-012,
TX-00482,2024-08-01,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 08/2024 EH-019,EH-009",EIG-014,
TX-00483,2024-08-01,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 08/2024 EH-001,EH-030",EIG-017,
TX-00484,2024-08-01,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 08/2024 EH-029,EIG-022,
TX-00485,2024-08-01,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 08/2024 EH-014,EIG-027,
TX-00486,2024-08-01,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 08/2024 EH-008,EIG-033,
TX-00487,2024-08-01,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 08/2024 EH-004,EIG-034,
TX-00488,2024-08-02,CREDIT,1676.00,miete,Julius Nette,Miete 08/2024 EH-025,MIE-001,
TX-00489,2024-08-02,CREDIT,1511.00,miete,Edelgard Wulf,Miete 08/2024 EH-021,MIE-002,
TX-00490,2024-08-02,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 08/2024 EH-051,MIE-004,
TX-00491,2024-08-02,CREDIT,1653.00,miete,Steffi Riehl,Miete 08/2024 EH-013,MIE-005,
TX-00492,2024-08-02,CREDIT,1767.00,miete,David Jenkins,Miete 08/2024 EH-023,MIE-007,
TX-00493,2024-08-02,CREDIT,1726.00,miete,Ewa Thies,Miete 08/2024 EH-046,MIE-010,
TX-00494,2024-08-02,CREDIT,1496.00,miete,Louise Ladeck,Miete 08/2024 EH-035,MIE-018,
TX-00495,2024-08-02,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 08/2024 EH-041,MIE-021,
TX-00496,2024-08-02,CREDIT,4096.00,miete,Björn Weinhage,Miete 08/2024 EH-037,MIE-023,
TX-00497,2024-08-02,CREDIT,1330.00,miete,Anette Vogt,Miete 08/2024 EH-009,MIE-024,
TX-00498,2024-08-02,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 08/2024 EH-023,EH-016",EIG-013,
TX-00499,2024-08-02,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 08/2024 EH-003,EIG-025,
TX-00500,2024-08-02,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 08/2024 EH-020,EIG-026,
TX-00501,2024-08-02,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 08/2024 EH-022,EIG-028,
TX-00502,2024-08-02,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 08/2024 EH-051,EIG-032,
TX-00503,2024-08-03,CREDIT,2019.00,miete,Joanna Schäfer,Miete 08/2024 EH-049,MIE-003,
TX-00504,2024-08-03,CREDIT,1070.00,miete,Ferenc Stahr,Miete 08/2024 EH-003,MIE-008,
TX-00505,2024-08-03,CREDIT,1460.00,miete,Alwine Sager,Miete 08/2024 EH-022,MIE-012,
TX-00506,2024-08-03,CREDIT,901.00,miete,Magrit Mitschke,Miete 08/2024 EH-032,MIE-016,
TX-00507,2024-08-03,CREDIT,1006.00,miete,Jörgen Seidel,Miete 08/2024 EH-050,MIE-019,
TX-00508,2024-08-03,CREDIT,1925.00,miete,Anika Zimmer,Miete 08/2024 EH-042,MIE-020,
TX-00509,2024-08-03,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 08/2024 EH-047,EH-033",EIG-002,
TX-00510,2024-08-03,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 08/2024 EH-007,EH-024",EIG-005,
TX-00511,2024-08-03,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 08/2024 EH-012,EH-028",EIG-008,
TX-00512,2024-08-03,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 08/2024 EH-052,EH-050",EIG-010,
TX-00513,2024-08-03,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 08/2024 EH-031,EH-035",EIG-011,
TX-00514,2024-08-03,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 08/2024 EH-042,EIG-019,
TX-00515,2024-08-03,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 08/2024 EH-045,EIG-020,
TX-00516,2024-08-03,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 08/2024 EH-013,EIG-024,
TX-00517,2024-08-03,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 08/2024 EH-021,EIG-031,
TX-00518,2024-08-04,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 08/2024 EH-037,EH-032",EIG-001,
TX-00519,2024-08-04,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 08/2024 EH-011,EH-017",EIG-015,
TX-00520,2024-08-04,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 08/2024 EH-018,EIG-018,
TX-00521,2024-08-04,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 08/2024 EH-039,EIG-021,
TX-00522,2024-08-05,CREDIT,36.83,hausgeld,Arnulf Heintze,"Hausgeld 08/2024 EH-025,EH-049",EIG-003,
TX-00523,2024-08-05,CREDIT,28.76,hausgeld,Winfried Ullmann,"Hausgeld 08/2024 EH-027,EH-026",EIG-006,
TX-00524,2024-08-05,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 08/2024 EH-034,EH-010",EIG-016,
TX-00525,2024-08-05,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 08/2024 EH-040,EIG-023,
TX-00526,2024-08-05,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 08/2024 EH-041,EIG-029,
TX-00527,2024-08-05,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 08/2024 EH-046,EIG-030,
TX-00528,2024-08-06,DEBIT,323.68,dienstleister,Dachdecker Richter,Rechnung R20240140 Dachdecker Richter,INV-00048,
TX-00529,2024-08-06,DEBIT,481.47,dienstleister,Reinigungsservice Kowalski,Rechnung R20240031 Reinigungsservice Kowalski,INV-00050,
TX-00530,2024-08-08,DEBIT,441.49,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240055 Gaertnerei Gruener Daumen,INV-00051,
TX-00531,2024-08-27,DEBIT,271.91,dienstleister,Elektro Schmidt e.K.,Rechnung R20240174 Elektro Schmidt e.K.,INV-00054,
TX-00532,2024-08-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 08/2024,,
TX-00533,2024-08-29,DEBIT,220.15,dienstleister,Dachdecker Richter,Rechnung R20240136 Dachdecker Richter,INV-00056,
TX-00534,2024-08-31,DEBIT,261.09,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240008 Hausmeister Mueller GmbH,INV-00058,
TX-00535,2024-09-01,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 09/2024 EH-051,MIE-004,
TX-00536,2024-09-01,CREDIT,1767.00,miete,David Jenkins,Miete David Jenkins,MIE-007,
TX-00537,2024-09-01,CREDIT,1460.00,miete,Alwine Sager,Miete 09/2024 EH-022,MIE-012,
TX-00538,2024-09-01,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 09/2024 EH-010,MIE-013,
TX-00539,2024-09-01,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 09/2024 EH-034,MIE-015,
TX-00540,2024-09-01,CREDIT,2091.00,miete,Edeltraud Renner,Miete 09/2024 EH-029,MIE-017,
TX-00541,2024-09-01,CREDIT,1496.00,miete,Louise Ladeck,Miete 09/2024 EH-035,MIE-018,
TX-00542,2024-09-01,CREDIT,1925.00,miete,Anika Zimmer,Miete 09/2024 EH-042,MIE-020,
TX-00543,2024-09-01,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 09/2024 EH-041,MIE-021,
TX-00544,2024-09-01,CREDIT,1914.00,miete,Carsten Austermühle,Miete 09/2024 EH-031,MIE-022,
TX-00545,2024-09-01,CREDIT,1330.00,miete,Anette Vogt,Miete 09/2024 EH-009,MIE-024,
TX-00546,2024-09-01,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 09/2024 EH-037,EH-032",EIG-001,
TX-00547,2024-09-01,CREDIT,36.83,hausgeld,Arnulf Heintze,"Hausgeld 09/2024 EH-025,EH-049",EIG-003,
TX-00548,2024-09-01,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 09/2024 EH-052,EH-050",EIG-010,
TX-00549,2024-09-01,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 09/2024 EH-001,EH-030",EIG-017,
TX-00550,2024-09-01,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 09/2024 EH-029,EIG-022,
TX-00551,2024-09-01,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 09/2024 EH-040,EIG-023,
TX-00552,2024-09-01,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 09/2024 EH-013,EIG-024,
TX-00553,2024-09-01,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 09/2024 EH-041,EIG-029,
TX-00554,2024-09-01,DEBIT,455.77,dienstleister,Elektro Schmidt e.K.,Rechnung R20240181 Elektro Schmidt e.K.,INV-00052,
TX-00555,2024-09-01,DEBIT,1600.55,dienstleister,Dachdecker Richter,Rechnung R20240146 Dachdecker Richter,INV-00053,
TX-00556,2024-09-02,CREDIT,1676.00,miete,Julius Nette,Miete 09/2024 EH-025,MIE-001,
TX-00557,2024-09-02,CREDIT,1511.00,miete,Edelgard Wulf,Miete 09/2024 EH-021,MIE-002,
TX-00558,2024-09-02,CREDIT,2019.00,miete,Joanna Schäfer,Miete 09/2024 EH-049,MIE-003,
TX-00559,2024-09-02,CREDIT,1070.00,miete,Ferenc Stahr,Miete 09/2024 EH-003,MIE-008,
TX-00560,2024-09-02,CREDIT,1726.00,miete,Ewa Thies,Miete 09/2024 EH-046,MIE-010,
TX-00561,2024-09-02,CREDIT,1863.00,miete,Peggy Hein,Miete 09/2024 EH-016,MIE-011,
TX-00562,2024-09-02,CREDIT,901.00,miete,Magrit Mitschke,Miete 09/2024 EH-032,MIE-016,
TX-00563,2024-09-02,CREDIT,1006.00,miete,Jörgen Seidel,Miete 09/2024 EH-050,MIE-019,
TX-00564,2024-09-02,CREDIT,4096.00,miete,Björn Weinhage,Miete 09/2024 EH-037,MIE-023,
TX-00565,2024-09-02,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 09/2024 EH-048,EH-044",EIG-007,
TX-00566,2024-09-02,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 09/2024 EH-019,EH-009",EIG-014,
TX-00567,2024-09-02,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 09/2024 EH-011,EH-017",EIG-015,
TX-00568,2024-09-02,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 09/2024 EH-039,EIG-021,
TX-00569,2024-09-02,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 09/2024 EH-003,EIG-025,
TX-00570,2024-09-02,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 09/2024 EH-022,EIG-028,
TX-00571,2024-09-02,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 09/2024 EH-004,EIG-034,
TX-00572,2024-09-03,CREDIT,1653.00,miete,Steffi Riehl,Miete 09/2024 EH-013,MIE-005,
TX-00573,2024-09-03,CREDIT,1256.00,miete,Chantal Täsche,Miete 09/2024 EH-045,MIE-006,
TX-00574,2024-09-03,CREDIT,864.00,miete,Marliese Hermann,Miete 09/2024 EH-002,MIE-009,
TX-00575,2024-09-03,CREDIT,1127.00,miete,Wilma Roht,Miete 09/2024 EH-039,MIE-014,
TX-00576,2024-09-03,CREDIT,1206.00,miete,Jasmin Trub,Miete 09/2024 EH-019,MIE-025,
TX-00577,2024-09-03,CREDIT,983.00,miete,Kamil Trub,Miete 09/2024 EH-006,MIE-026,
TX-00578,2024-09-03,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 09/2024 EH-007,EH-024",EIG-005,
TX-00579,2024-09-03,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 09/2024 EH-002,EH-038",EIG-009,
TX-00580,2024-09-03,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 09/2024 EH-023,EH-016",EIG-013,
TX-00581,2024-09-03,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 09/2024 EH-034,EH-010",EIG-016,
TX-00582,2024-09-03,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 09/2024 EH-018,EIG-018,
TX-00583,2024-09-03,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 09/2024 EH-045,EIG-020,
TX-00584,2024-09-03,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 09/2024 EH-021,EIG-031,
TX-00585,2024-09-03,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 09/2024 EH-008,EIG-033,
TX-00586,2024-09-04,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 09/2024 EH-043,EH-015",EIG-004,
TX-00587,2024-09-04,CREDIT,28.76,hausgeld,Winfried Ullmann,"Hausgeld 09/2024 EH-027,EH-026",EIG-006,
TX-00588,2024-09-04,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 09/2024 EH-012,EH-028",EIG-008,
TX-00589,2024-09-04,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 09/2024 EH-014,EIG-027,
TX-00590,2024-09-04,CREDIT,8.36,hausgeld,Markus Fliegner,Hausgeld 09/2024 EH-006,EIG-035,
TX-00591,2024-09-05,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 09/2024 EH-047,EH-033",EIG-002,
TX-00592,2024-09-05,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 09/2024 EH-031,EH-035",EIG-011,
TX-00593,2024-09-05,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 09/2024 EH-005,EH-036",EIG-012,
TX-00594,2024-09-05,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 09/2024 EH-042,EIG-019,
TX-00595,2024-09-05,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 09/2024 EH-020,EIG-026,
TX-00596,2024-09-05,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 09/2024 EH-046,EIG-030,
TX-00597,2024-09-05,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 09/2024 EH-051,EIG-032,
TX-00598,2024-09-05,DEBIT,640.70,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240056 Gaertnerei Gruener Daumen,INV-00060,
TX-00599,2024-09-07,DEBIT,722.92,dienstleister,SecureLock Systems Ltd.,Rechnung RE-2024-0152 SecureLock Systems Ltd.,INV-00055,
TX-00600,2024-09-17,DEBIT,316.06,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2024-0112 Sanitaer Schulze GmbH,INV-00061,
TX-00601,2024-09-18,DEBIT,297.50,dienstleister,Elektro Schmidt e.K.,Rechnung R20240171 Elektro Schmidt e.K.,INV-00057,
TX-00602,2024-09-21,DEBIT,178.50,dienstleister,Reinigungsservice Kowalski,Rechnung R20240032 Reinigungsservice Kowalski,INV-00059,
TX-00603,2024-09-28,DEBIT,938.43,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240185 Hausmeister Mueller GmbH,INV-00062,
TX-00604,2024-09-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 09/2024,,
TX-00605,2024-10-01,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 10/2024 EH-051,MIE-004,
TX-00606,2024-10-01,CREDIT,864.00,miete,Marliese Hermann,Miete 10/2024 EH-002,MIE-009,
TX-00607,2024-10-01,CREDIT,1726.00,miete,Ewa Thies,Miete 10/2024 EH-046,MIE-010,
TX-00608,2024-10-01,CREDIT,1460.00,miete,Alwine Sager,Miete 10/2024 EH-022,MIE-012,
TX-00609,2024-10-01,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 10/2024 EH-010,MIE-013,
TX-00610,2024-10-01,CREDIT,1496.00,miete,Louise Ladeck,Miete 10/2024 EH-035,MIE-018,
TX-00611,2024-10-01,CREDIT,1925.00,miete,Anika Zimmer,Miete 10/2024 EH-042,MIE-020,
TX-00612,2024-10-01,CREDIT,1330.00,miete,Anette Vogt,Miete 10/2024 EH-009,MIE-024,
TX-00613,2024-10-01,CREDIT,1206.00,miete,Jasmin Trub,Miete 10/2024 EH-019,MIE-025,
TX-00614,2024-10-01,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 10/2024 EH-043,EH-015",EIG-004,
TX-00615,2024-10-01,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 10/2024 EH-031,EH-035",EIG-011,
TX-00616,2024-10-01,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 10/2024 EH-005,EH-036",EIG-012,
TX-00617,2024-10-01,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 10/2024 EH-045,EIG-020,
TX-00618,2024-10-01,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 10/2024 EH-022,EIG-028,
TX-00619,2024-10-01,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 10/2024 EH-021,EIG-031,
TX-00620,2024-10-01,CREDIT,8.36,hausgeld,Markus Fliegner,Hausgeld 10/2024 EH-006,EIG-035,
TX-00621,2024-10-02,CREDIT,1676.00,miete,Julius Nette,Miete 10/2024 EH-025,MIE-001,
TX-00622,2024-10-02,CREDIT,1767.00,miete,David Jenkins,Miete 10/2024 EH-023,MIE-007,
TX-00623,2024-10-02,CREDIT,1863.00,miete,Peggy Hein,Miete 10/2024 EH-016,MIE-011,
TX-00624,2024-10-02,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 10/2024 EH-034,MIE-015,
TX-00625,2024-10-02,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 10/2024 EH-041,MIE-021,
TX-00626,2024-10-02,CREDIT,4096.00,miete,Björn Weinhage,Miete 10/2024 EH-037,MIE-023,
TX-00627,2024-10-02,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 10/2024 EH-037,EH-032",EIG-001,
TX-00628,2024-10-02,CREDIT,36.83,hausgeld,Arnulf Heintze,"Hausgeld 10/2024 EH-025,EH-049",EIG-003,
TX-00629,2024-10-02,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 10/2024 EH-007,EH-024",EIG-005,
TX-00630,2024-10-02,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 10/2024 EH-019,EH-009",EIG-014,
TX-00631,2024-10-02,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 10/2024 EH-011,EH-017",EIG-015,
TX-00632,2024-10-02,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 10/2024 EH-014,EIG-027,
TX-00633,2024-10-02,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 10/2024 EH-046,EIG-030,
TX-00634,2024-10-02,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 10/2024 EH-004,EIG-034,
TX-00635,2024-10-03,CREDIT,1511.00,miete,Edelgard Wulf,Miete 10/2024 EH-021,MIE-002,
TX-00636,2024-10-03,CREDIT,2019.00,miete,Joanna Schäfer,Miete 10/2024 EH-049,MIE-003,
TX-00637,2024-10-03,CREDIT,1653.00,miete,Steffi Riehl,Miete 10/2024 EH-013,MIE-005,
TX-00638,2024-10-03,CREDIT,1256.00,miete,Chantal Täsche,Miete 10/2024 EH-045,MIE-006,
TX-00639,2024-10-03,CREDIT,1070.00,miete,Ferenc Stahr,Miete 10/2024 EH-003,MIE-008,
TX-00640,2024-10-03,CREDIT,1127.00,miete,Wilma Roht,Miete 10/2024 EH-039,MIE-014,
TX-00641,2024-10-03,CREDIT,901.00,miete,Magrit Mitschke,Miete 10/2024 EH-032,MIE-016,
TX-00642,2024-10-03,CREDIT,2091.00,miete,Edeltraud Renner,Miete 10/2024 EH-029,MIE-017,
TX-00643,2024-10-03,CREDIT,1006.00,miete,Jörgen Seidel,Miete 10/2024 EH-050,MIE-019,
TX-00644,2024-10-03,CREDIT,1914.00,miete,Carsten Austermühle,Miete 10/2024 EH-031,MIE-022,
TX-00645,2024-10-03,CREDIT,983.00,miete,Kamil Trub,Miete 10/2024 EH-006,MIE-026,
TX-00646,2024-10-03,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 10/2024 EH-012,EH-028",EIG-008,
TX-00647,2024-10-03,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 10/2024 EH-034,EH-010",EIG-016,
TX-00648,2024-10-03,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 10/2024 EH-040,EIG-023,
TX-00649,2024-10-03,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 10/2024 EH-008,EIG-033,
TX-00650,2024-10-03,DEBIT,448.03,dienstleister,Elektro Schmidt e.K.,Rechnung R20240108 Elektro Schmidt e.K.,INV-00063,
TX-00651,2024-10-04,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 10/2024 EH-023,EH-016",EIG-013,
TX-00652,2024-10-04,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 10/2024 EH-001,EH-030",EIG-017,
TX-00653,2024-10-04,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 10/2024 EH-042,EIG-019,
TX-00654,2024-10-04,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 10/2024 EH-039,EIG-021,
TX-00655,2024-10-04,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 10/2024 EH-020,EIG-026,
TX-00656,2024-10-04,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 10/2024 EH-051,EIG-032,
TX-00657,2024-10-04,DEBIT,714.00,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240057 Gaertnerei Gruener Daumen,INV-00068,
TX-00658,2024-10-05,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 10/2024 EH-047,EH-033",EIG-002,
TX-00659,2024-10-05,CREDIT,28.76,hausgeld,Winfried Ullmann,"Hausgeld 10/2024 EH-027,EH-026",EIG-006,
TX-00660,2024-10-05,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 10/2024 EH-048,EH-044",EIG-007,
TX-00661,2024-10-05,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 10/2024 EH-002,EH-038",EIG-009,
